Alg;Map;MapType;Heuristic;Diagonal;Solution;Time;MaxNodes;PathLength;
IDA* (IDA Star);15;WithPattern;Manhattan;IfAtMostOneObstacle;Yes;0;0;85,0243866176394;
IDA* (IDA Star);15;WithPattern;Euclidean;IfAtMostOneObstacle;No;5001;0;-1;
IDA* (IDA Star);15;WithPattern;Octile;IfAtMostOneObstacle;Yes;0;0;85,0243866176394;
IDA* (IDA Star);15;WithPattern;Chebyshev;IfAtMostOneObstacle;No;5001;0;-1;
Dijkstra;15;WithPattern;Manhattan;IfAtMostOneObstacle;Yes;575;4268;84,1959594928932;
Dijkstra;15;WithPattern;Euclidean;IfAtMostOneObstacle;Yes;571;4268;84,1959594928932;
Dijkstra;15;WithPattern;Octile;IfAtMostOneObstacle;Yes;570;4268;84,1959594928932;
Dijkstra;15;WithPattern;Chebyshev;IfAtMostOneObstacle;Yes;574;4268;84,1959594928932;
A* (A Star);16;WithPattern;Manhattan;IfAtMostOneObstacle;Yes;0;122;44,6274169979695;
A* (A Star);16;WithPattern;Euclidean;IfAtMostOneObstacle;Yes;6;356;44,6274169979695;
A* (A Star);16;WithPattern;Octile;IfAtMostOneObstacle;Yes;1;203;44,6274169979695;
A* (A Star);16;WithPattern;Chebyshev;IfAtMostOneObstacle;Yes;13;511;44,6274169979695;
Best First Search;16;WithPattern;Manhattan;IfAtMostOneObstacle;Yes;0;122;47,9411254969543;
Best First Search;16;WithPattern;Euclidean;IfAtMostOneObstacle;Yes;0;122;47,9411254969543;
Best First Search;16;WithPattern;Octile;IfAtMostOneObstacle;Yes;0;122;47,9411254969543;
Best First Search;16;WithPattern;Chebyshev;IfAtMostOneObstacle;Yes;0;114;44,6274169979695;
IDA* (IDA Star);16;WithPattern;Manhattan;IfAtMostOneObstacle;Yes;0;0;44,6274169979695;
IDA* (IDA Star);16;WithPattern;Euclidean;IfAtMostOneObstacle;No;5001;0;-1;
IDA* (IDA Star);16;WithPattern;Octile;IfAtMostOneObstacle;Yes;0;0;44,6274169979695;
